id,x,y,r,g,b
6570,170,10,23,19,70
6575,175,10,26,19,71
6580,180,10,28,20,71
6585,185,10,31,21,73
6590,190,10,35,21,72
6595,195,10,38,21,73
6600,200,10,39,21,71
6605,205,10,40,20,71
6610,210,10,43,19,71
6615,215,10,46,19,72
6620,220,10,47,19,70
6625,225,10,50,20,72
6630,230,10,54,22,72
6635,235,10,55,21,72
6640,240,10,58,21,72
6645,245,10,60,20,72
6650,250,10,62,19,72
6655,255,10,64,20,71
6660,260,10,67,19,71
6665,265,10,69,19,72
6670,270,10,70,20,69
6675,275,10,73,21,69
6680,280,10,72,20,66
6685,285,10,71,20,63
6690,290,10,71,19,58
6695,295,10,71,19,57
6700,300,10,71,19,55
6705,305,10,70,19,50
6710,310,10,71,21,50
6715,315,10,72,22,49
6720,320,10,73,20,46
6725,325,10,73,21,44
6730,330,10,72,20,42
6735,335,10,71,20,39
6740,340,10,71,18,36
6745,345,10,71,18,34
6750,350,10,71,19,31
6755,355,10,72,21,30
6760,360,10,72,21,28
6765,365,10,73,21,25
6770,370,10,73,21,23
6775,375,10,71,21,20
6780,380,10,72,23,19
6785,385,10,72,25,19
6790,390,10,72,28,19
6795,395,10,70,30,20
6800,400,10,71,33,20
6805,405,10,72,36,20
6810,410,10,71,38,21
6815,415,10,71,40,20
6820,420,10,72,41,20
6825,425,10,71,43,19
6830,430,10,72,46,19
6835,435,10,72,49,18
6840,440,10,72,51,20
6845,445,10,73,54,21
6850,450,10,73,57,23
6855,455,10,73,59,22
6860,460,10,72,60,20
6865,465,10,71,62,19
6870,470,10,70,66,19
6875,475,10,70,68,19
6880,480,10,69,69,19
6885,485,10,67,69,19
6890,490,10,64,71,19
6895,495,10,63,72,19
6900,500,10,59,72,19
6905,505,10,57,71,18
6910,510,10,54,71,19
6915,515,10,53,71,19
6920,520,10,51,71,20
6925,525,10,49,72,20
6930,530,10,46,73,22
6935,535,10,45,73,22
6940,540,10,42,72,20
6945,545,10,39,71,21
6950,550,10,37,71,20
6955,555,10,34,71,20
6960,560,10,32,72,20
6965,565,10,29,72,19
6970,570,10,28,72,21
6975,575,10,27,74,22
6980,580,10,24,72,22
6985,585,10,22,72,21
6990,590,10,22,72,23
6995,595,10,19,71,23
7000,600,10,20,72,26
7005,605,10,20,71,28
7010,610,10,20,72,33
7015,615,10,21,73,35
7020,620,10,21,73,37
7025,625,10,17,71,37
7030,630,10,14,68,36
7035,635,10,12,66,34
9605,5,15,17,72,49
9610,10,15,20,75,52
9615,15,15,23,78,57
9620,20,15,25,80,61
9625,25,15,25,79,63
9630,30,15,25,79,66
9635,35,15,25,78,68
9640,40,15,25,78,72
9645,45,15,25,77,73
9650,50,15,25,77,75
9655,55,15,26,76,77
9660,60,15,26,75,79
9665,65,15,25,72,78
9670,70,15,25,69,78
9675,75,15,24,66,78
9680,80,15,24,63,78
9685,85,15,24,61,79
9690,90,15,23,58,77
9695,95,15,24,56,77
9700,100,15,24,54,78
9705,105,15,25,52,79
9710,110,15,25,48,79
9715,115,15,23,46,78
9720,120,15,24,42,78
9725,125,15,25,41,77
9730,130,15,25,39,78
9735,135,15,23,36,78
9740,140,15,23,34,79
9745,145,15,25,33,80
9750,150,15,27,30,81
9755,155,15,24,27,78
9760,160,15,25,25,79
9765,165,15,27,24,79
9770,170,15,28,23,77
9775,175,15,31,24,78
9780,180,15,33,24,77
9785,185,15,37,24,78
9790,190,15,40,26,79
9795,195,15,42,25,79
9800,200,15,44,24,77
9805,205,15,47,24,78
9810,210,15,48,23,78
9815,215,15,51,24,77
9820,220,15,52,23,77
9825,225,15,57,24,79
9830,230,15,60,25,79
9835,235,15,62,25,79
9840,240,15,64,25,78
9845,245,15,66,23,77
9850,250,15,68,23,78
9855,255,15,71,24,78
9860,260,15,74,23,79
9865,265,15,77,24,78
9870,270,15,78,24,76
9875,275,15,79,25,75
9880,280,15,79,26,72
9885,285,15,80,24,69
9890,290,15,77,24,66
9895,295,15,78,23,62
9900,300,15,78,24,60
9905,305,15,78,24,58
9910,310,15,78,24,56
9915,315,15,80,25,54
9920,320,15,79,25,51
9925,325,15,79,25,49
9930,330,15,78,24,47
9935,335,15,77,24,44
9940,340,15,77,24,40
9945,345,15,77,23,37
9950,350,15,77,23,36
9955,355,15,78,25,35
9960,360,15,80,25,31
9965,365,15,80,25,30
9970,370,15,79,24,27
9975,375,15,79,25,25
9980,380,15,78,27,24
9985,385,15,78,29,24
9990,390,15,78,31,23
9995,395,15,77,35,23
10000,400,15,78,39,24
10005,405,15,78,41,23
10010,410,15,79,44,25
10015,415,15,80,45,25
10020,420,15,78,48,24
10025,425,15,77,49,25
10030,430,15,78,52,25
10035,435,15,78,55,24
10040,440,15,78,58,25
10045,445,15,79,61,25
10050,450,15,79,64,25
10055,455,15,79,65,26
10060,460,15,78,66,24
10065,465,15,78,70,24
10070,470,15,76,72,24
10075,475,15,76,74,23
10080,480,15,76,76,24
10085,485,15,74,77,24
10090,490,15,71,78,24
10095,495,15,69,78,23
10100,500,15,65,78,24
10105,505,15,63,78,23
10110,510,15,60,77,23
10115,515,15,59,78,23
10120,520,15,55,78,22
10125,525,15,54,79,24
10130,530,15,53,80,25
10135,535,15,51,80,26
10140,540,15,48,78,24
10145,545,15,45,78,25
10150,550,15,41,78,24
10155,555,15,39,78,25
10160,560,15,37,77,24
10165,565,15,35,78,24
10170,570,15,32,79,25
10175,575,15,30,79,24
10180,580,15,29,79,26
10185,585,15,25,78,26
10190,590,15,25,78,26
10195,595,15,24,78,28
10200,600,15,25,78,32
10205,605,15,25,78,34
10210,610,15,24,79,37
10215,615,15,25,80,40
10220,620,15,25,79,43
10225,625,15,22,78,43
10230,630,15,19,75,40
10235,635,15,15,72,37
12805,5,20,19,79,54
12810,10,20,22,82,57
12815,15,20,25,84,62
12820,20,20,27,86,68
12825,25,20,27,85,70
12830,30,20,27,85,71
12835,35,20,27,84,75
12840,40,20,27,84,77
12845,45,20,25,84,80
12850,50,20,27,83,82
12855,55,20,27,83,84
12860,60,20,28,81,85
12865,65,20,28,78,85
12870,70,20,27,75,85
12875,75,20,26,72,85
12880,80,20,26,69,85
12885,85,20,25,66,84
12890,90,20,26,62,84
12895,95,20,26,61,83
12900,100,20,27,59,84
12905,105,20,27,56,86
12910,110,20,27,54,84
12915,115,20,26,50,84
12920,120,20,25,47,84
12925,125,20,27,44,87
12930,130,20,27,42,85
12935,135,20,27,40,85
12940,140,20,27,37,86
12945,145,20,28,35,87
12950,150,20,27,33,85
12955,155,20,27,30,85
12960,160,20,28,27,85
12965,165,20,30,26,85
12970,170,20,31,25,85
12975,175,20,34,26,85
12980,180,20,37,26,86
12985,185,20,40,26,85
12990,190,20,43,28,85
12995,195,20,45,27,85
13000,200,20,47,26,83
13005,205,20,51,26,84
13010,210,20,53,25,83
13015,215,20,55,26,84
13020,220,20,59,25,85
13025,225,20,61,25,86
13030,230,20,65,27,86
13035,235,20,68,27,85
13040,240,20,71,27,86
13045,245,20,72,27,86
13050,250,20,74,26,84
13055,255,20,77,26,85
13060,260,20,81,26,84
13065,265,20,84,26,85
13070,270,20,84,27,82
13075,275,20,86,27,81
13080,280,20,86,28,79
13085,285,20,85,26,74
13090,290,20,85,26,72
13095,295,20,84,25,69
13100,300,20,84,26,66
13105,305,20,83,25,63
13110,310,20,86,26,60
13115,315,20,86,27,59
13120,320,20,86,27,57
13125,325,20,85,27,52
13130,330,20,85,27,51
13135,335,20,84,26,48
13140,340,20,84,25,43
13145,345,20,84,26,41
13150,350,20,84,26,40
13155,355,20,84,27,36
13160,360,20,86,26,34
13165,365,20,86,27,31
13170,370,20,86,27,29
13175,375,20,86,28,27
13180,380,20,85,30,27
13185,385,20,85,32,26
13190,390,20,85,35,26
13195,395,20,86,38,26
13200,400,20,84,41,25
13205,405,20,86,45,27
13210,410,20,85,47,28
13215,415,20,85,49,25
13220,420,20,85,51,26
13225,425,20,85,54,26
13230,430,20,85,56,26
13235,435,20,85,59,26
13240,440,20,85,63,26
13245,445,20,85,66,26
13250,450,20,86,68,28
13255,455,20,85,70,27
13260,460,20,85,72,27
13265,465,20,83,75,26
13270,470,20,84,78,26
13275,475,20,83,80,25
13280,480,20,81,82,24
13285,485,20,80,83,26
13290,490,20,78,83,25
13295,495,20,74,84,24
13300,500,20,72,83,25
13305,505,20,69,84,25
13310,510,20,66,84,26
13315,515,20,64,85,26
13320,520,20,61,85,25
13325,525,20,60,85,27
13330,530,20,58,86,27
13335,535,20,55,86,27
13340,540,20,52,86,26
13345,545,20,47,85,26
13350,550,20,45,85,25
13355,555,20,43,84,26
13360,560,20,40,85,26
13365,565,20,37,85,27
13370,570,20,36,86,27
13375,575,20,35,86,29
13380,580,20,31,86,29
13385,585,20,27,85,27
13390,590,20,26,83,28
13395,595,20,26,85,31
13400,600,20,26,84,33
13405,605,20,27,85,37
13410,610,20,26,85,39
13415,615,20,27,86,42
13420,620,20,27,85,45
13425,625,20,24,84,46
13430,630,20,21,81,43
13435,635,20,17,79,42
16005,5,25,18,84,57
16010,10,25,22,86,60
16015,15,25,25,89,65
16020,20,25,27,90,71
16025,25,25,28,91,74
16030,30,25,26,90,76
16035,35,25,26,89,78
16040,40,25,26,89,81
16045,45,25,27,89,84
16050,50,25,26,88,87
16055,55,25,27,87,88
16060,60,25,28,86,90
16065,65,25,28,83,90
16070,70,25,27,79,90
16075,75,25,27,76,90
16080,80,25,27,73,89
16085,85,25,27,70,89
16090,90,25,26,67,89
16095,95,25,26,63,89
16100,100,25,27,62,90
16105,105,25,29,60,91
16110,110,25,27,56,90
16115,115,25,27,53,90
16120,120,25,26,49,90
16125,125,25,27,46,89
16130,130,25,26,43,89
16135,135,25,26,40,89
16140,140,25,27,39,91
16145,145,25,27,36,91
16150,150,25,28,33,91
16155,155,25,28,30,91
16160,160,25,27,27,91
16165,165,25,30,25,91
16170,170,25,32,26,90
16175,175,25,35,26,91
16180,180,25,37,27,90
16185,185,25,41,27,89
16190,190,25,46,27,91
16195,195,25,48,28,91
16200,200,25,50,25,90
16205,205,25,52,26,89
16210,210,25,56,26,90
16215,215,25,58,26,89
16220,220,25,62,26,90
16225,225,25,65,26,89
16230,230,25,68,28,91
16235,235,25,72,28,91
16240,240,25,73,27,91
16245,245,25,76,26,89
16250,250,25,78,26,90
16255,255,25,82,26,89
16260,260,25,85,26,90
16265,265,25,86,26,88
16270,270,25,88,27,87
16275,275,25,91,27,87
16280,280,25,90,27,82
16285,285,25,90,26,78
16290,290,25,90,26,76
16295,295,25,89,26,71
16300,300,25,89,26,69
16305,305,25,90,25,65
16310,310,25,90,26,63
16315,315,25,91,27,62
16320,320,25,91,28,59
16325,325,25,90,27,56
16330,330,25,90,26,52
16335,335,25,89,25,49
16340,340,25,89,26,45
16345,345,25,89,26,43
16350,350,25,90,26,40
16355,355,25,90,27,38
16360,360,25,90,27,35
16365,365,25,90,28,33
16370,370,25,91,27,28
16375,375,25,89,28,27
16380,380,25,89,30,26
16385,385,25,90,33,26
16390,390,25,89,35,25
16395,395,25,90,38,25
16400,400,25,90,43,27
16405,405,25,91,46,27
16410,410,25,90,48,26
16415,415,25,90,50,25
16420,420,25,90,53,26
16425,425,25,90,57,26
16430,430,25,90,60,26
16435,435,25,90,62,25
16440,440,25,89,66,25
16445,445,25,91,70,27
16450,450,25,91,72,29
16455,455,25,91,74,28
16460,460,25,89,77,27
16465,465,25,89,79,26
16470,470,25,89,82,27
16475,475,25,87,85,26
16480,480,25,87,87,25
16485,485,25,84,89,25
16490,490,25,83,89,25
16495,495,25,79,89,26
16500,500,25,75,90,25
16505,505,25,73,89,26
16510,510,25,70,89,25
16515,515,25,68,90,26
16520,520,25,65,90,25
16525,525,25,62,91,27
16530,530,25,60,90,26
16535,535,25,59,91,28
16540,540,25,54,90,26
16545,545,25,51,90,25
16550,550,25,47,89,25
16555,555,25,44,90,26
16560,560,25,41,90,25
16565,565,25,38,90,26
16570,570,25,36,91,26
16575,575,25,35,91,28
16580,580,25,30,90,28
16585,585,25,28,89,29
16590,590,25,25,89,29
16595,595,25,25,88,31
16600,600,25,26,89,34
16605,605,25,26,89,36
16610,610,25,26,90,40
16615,615,25,27,90,43
16620,620,25,27,90,47
16625,625,25,24,89,47
16630,630,25,21,86,46
16635,635,25,17,84,43
19205,5,30,18,88,60
19210,10,30,21,91,63
19215,15,30,25,93,68
19220,20,30,25,94,73
19225,25,30,26,95,76
19230,30,30,26,94,79
19235,35,30,24,94,83
19240,40,30,26,93,86
19245,45,30,24,93,88
19250,50,30,25,93,92
19255,55,30,26,91,93
19260,60,30,26,89,94
19265,65,30,27,87,95
19270,70,30,25,83,94
19275,75,30,26,79,93
19280,80,30,25,76,95
19285,85,30,26,72,95
19290,90,30,25,70,93
19295,95,30,25,66,94
19300,100,30,27,63,95
19305,105,30,27,61,96
19310,110,30,25,57,95
19315,115,30,25,54,94
19320,120,30,26,50,94
19325,125,30,25,47,94
19330,130,30,25,43,93
19335,135,30,25,41,93
19340,140,30,26,38,96
19345,145,30,26,35,94
19350,150,30,27,32,96
19355,155,30,28,29,96
19360,160,30,27,26,94
19365,165,30,28,25,94
19370,170,30,32,25,95
19375,175,30,35,25,94
19380,180,30,37,26,95
19385,185,30,41,26,95
19390,190,30,46,26,95
19395,195,30,49,26,94
19400,200,30,52,25,94
19405,205,30,54,25,92
19410,210,30,57,24,93
19415,215,30,60,25,93
19420,220,30,64,24,94
19425,225,30,68,25,96
19430,230,30,71,26,95
19435,235,30,75,25,94
19440,240,30,77,26,95
19445,245,30,80,25,93
19450,250,30,82,25,94
19455,255,30,86,25,94
19460,260,30,90,24,95
19465,265,30,92,25,94
19470,270,30,95,26,93
19475,275,30,95,26,89
19480,280,30,95,25,85
19485,285,30,95,26,83
19490,290,30,94,25,79
19495,295,30,95,25,77
19500,300,30,94,25,72
19505,305,30,94,25,69
19510,310,30,93,25,66
19515,315,30,94,26,63
19520,320,30,96,26,60
19525,325,30,95,26,57
19530,330,30,94,25,53
19535,335,30,94,24,50
19540,340,30,94,25,46
19545,345,30,94,25,44
19550,350,30,93,25,40
19555,355,30,95,24,38
19560,360,30,95,25,35
19565,365,30,95,26,31
19570,370,30,95,26,29
19575,375,30,95,27,26
19580,380,30,94,29,25
19585,385,30,95,32,25
19590,390,30,93,35,24
19595,395,30,95,39,26
19600,400,30,95,42,26
19605,405,30,94,46,26
19610,410,30,95,49,26
19615,415,30,95,51,26
19620,420,30,94,55,26
19625,425,30,94,58,24
19630,430,30,95,61,24
19635,435,30,94,65,25
19640,440,30,95,68,25
19645,445,30,95,73,26
19650,450,30,96,76,26
19655,455,30,94,78,26
19660,460,30,93,80,25
19665,465,30,94,84,25
19670,470,30,92,86,24
19675,475,30,93,89,25
19680,480,30,91,92,24
19685,485,30,88,94,24
19690,490,30,86,93,25
19695,495,30,82,93,24
19700,500,30,78,93,24
19705,505,30,76,93,23
19710,510,30,73,94,25
19715,515,30,71,94,24
19720,520,30,67,94,25
19725,525,30,65,94,27
19730,530,30,63,96,27
19735,535,30,60,95,27
19740,540,30,55,95,25
19745,545,30,51,94,25
19750,550,30,48,95,25
19755,555,30,44,94,25
19760,560,30,41,94,24
19765,565,30,38,93,25
19770,570,30,37,94,25
19775,575,30,34,95,26
19780,580,30,29,94,26
19785,585,30,28,95,28
19790,590,30,24,93,28
19795,595,30,24,93,30
19800,600,30,25,93,34
19805,605,30,25,94,37
19810,610,30,25,94,40
19815,615,30,27,95,44
19820,620,30,26,94,47
19825,625,30,24,93,48
19830,630,30,19,90,46
19835,635,30,17,88,44
22405,5,35,17,93,63
22410,10,35,21,96,66
22415,15,35,24,98,71
22420,20,35,26,100,77
22425,25,35,26,99,80
22430,30,35,25,99,82
22435,35,35,24,98,85
22440,40,35,25,98,89
22445,45,35,23,98,93
22450,50,35,26,98,95
22455,55,35,25,96,98
22460,60,35,26,93,99
22465,65,35,25,92,100
22470,70,35,25,87,98
22475,75,35,24,83,99
22480,80,35,24,79,99
22485,85,35,24,76,98
22490,90,35,25,72,98
22495,95,35,25,69,98
22500,100,35,26,67,99
22505,105,35,25,63,99
22510,110,35,26,59,100
22515,115,35,24,55,99
22520,120,35,25,52,99
22525,125,35,25,48,98
22530,130,35,23,44,99
22535,135,35,25,41,100
22540,140,35,26,37,99
22545,145,35,26,35,100
22550,150,35,27,32,100
22555,155,35,27,30,101
22560,160,35,27,27,101
22565,165,35,29,25,101
22570,170,35,32,24,99
22575,175,35,35,24,100
22580,180,35,38,24,99
22585,185,35,42,26,99
22590,190,35,47,27,99
22595,195,35,50,27,99
22600,200,35,53,25,99
22605,205,35,56,24,97
22610,210,35,60,24,98
22615,215,35,62,24,99
22620,220,35,66,24,98
22625,225,35,69,26,98
22630,230,35,74,26,100
22635,235,35,78,26,100
22640,240,35,81,25,100
22645,245,35,82,24,98
22650,250,35,86,24,97
22655,255,35,90,24,98
22660,260,35,94,24,97
22665,265,35,96,24,98
22670,270,35,98,25,96
22675,275,35,99,26,95
22680,280,35,101,26,91
22685,285,35,99,25,86
22690,290,35,99,24,83
22695,295,35,99,24,80
22700,300,35,98,24,75
22705,305,35,97,24,70
22710,310,35,98,25,68
22715,315,35,98,26,66
22720,320,35,100,26,63
22725,325,35,100,26,59
22730,330,35,99,24,54
22735,335,35,98,24,51
22740,340,35,98,24,47
22745,345,35,97,24,44
22750,350,35,98,24,41
22755,355,35,99,25,38
22760,360,35,99,26,35
22765,365,35,99,27,31
22770,370,35,100,25,29
22775,375,35,98,26,27
22780,380,35,99,30,25
22785,385,35,99,32,24
22790,390,35,99,35,25
22795,395,35,98,39,25
22800,400,35,99,43,26
22805,405,35,100,48,26
22810,410,35,99,52,26
22815,415,35,99,54,25
22820,420,35,99,56,24
22825,425,35,98,60,24
22830,430,35,97,63,25
22835,435,35,98,67,23
22840,440,35,99,71,24
22845,445,35,100,74,25
22850,450,35,100,79,26
22855,455,35,98,81,25
22860,460,35,99,84,25
22865,465,35,97,87,25
22870,470,35,99,91,26
22875,475,35,97,94,25
22880,480,35,95,97,24
22885,485,35,94,98,24
22890,490,35,90,98,23
22895,495,35,86,98,24
22900,500,35,82,98,25
22905,505,35,80,98,24
22910,510,35,76,98,25
22915,515,35,72,98,24
22920,520,35,71,99,25
22925,525,35,67,99,24
22930,530,35,66,100,26
22935,535,35,62,100,27
22940,540,35,58,100,26
22945,545,35,53,99,26
22950,550,35,49,100,25
22955,555,35,47,99,25
22960,560,35,42,98,23
22965,565,35,39,99,25
22970,570,35,37,99,26
22975,575,35,33,99,25
22980,580,35,31,99,26
22985,585,35,27,99,26
22990,590,35,25,98,27
22995,595,35,25,98,29
23000,600,35,25,97,33
23005,605,35,24,98,37
23010,610,35,25,99,40
23015,615,35,26,99,44
23020,620,35,25,99,48
23025,625,35,24,98,49
23030,630,35,19,95,48
23035,635,35,16,93,47
25605,5,40,18,99,67
25610,10,40,20,101,69
25615,15,40,24,103,74
25620,20,40,27,105,81
25625,25,40,26,105,84
25630,30,40,25,103,87
25635,35,40,24,104,91
25640,40,40,24,104,95
25645,45,40,24,103,97
25650,50,40,24,103,100
25655,55,40,24,102,102
25660,60,40,26,99,105
25665,65,40,26,96,104
25670,70,40,26,92,106
25675,75,40,24,87,104
25680,80,40,25,83,103
25685,85,40,24,80,105
25690,90,40,24,75,104
25695,95,40,24,73,105
25700,100,40,25,69,104
25705,105,40,27,66,105
25710,110,40,25,62,106
25715,115,40,25,57,104
25720,120,40,24,54,104
25725,125,40,24,49,105
25730,130,40,24,46,104
25735,135,40,24,42,104
25740,140,40,25,39,104
25745,145,40,26,36,105
25750,150,40,27,34,106
25755,155,40,27,29,104
25760,160,40,28,27,105
25765,165,40,30,25,105
25770,170,40,33,24,105
25775,175,40,36,25,104
25780,180,40,39,25,104
25785,185,40,44,25,106
25790,190,40,49,26,106
25795,195,40,53,26,105
25800,200,40,56,25,105
25805,205,40,58,23,103
25810,210,40,61,24,104
25815,215,40,65,24,103
25820,220,40,69,25,104
25825,225,40,74,25,106
25830,230,40,79,26,106
25835,235,40,83,26,105
25840,240,40,87,26,106
25845,245,40,88,25,104
25850,250,40,91,24,104
25855,255,40,95,24,104
25860,260,40,98,24,103
25865,265,40,102,23,102
25870,270,40,103,25,101
25875,275,40,106,26,99
25880,280,40,105,25,94
25885,285,40,106,25,92
25890,290,40,104,24,87
25895,295,40,104,24,83
25900,300,40,104,23,79
25905,305,40,104,24,75
25910,310,40,104,25,72
25915,315,40,104,26,68
25920,320,40,106,26,65
25925,325,40,106,26,61
25930,330,40,104,25,57
25935,335,40,104,24,53
25940,340,40,104,24,49
25945,345,40,103,24,45
25950,350,40,105,24,41
25955,355,40,104,26,39
25960,360,40,106,26,37
25965,365,40,105,26,32
25970,370,40,105,26,29
25975,375,40,105,27,25
25980,380,40,104,29,24
25985,385,40,103,33,25
25990,390,40,105,37,24
25995,395,40,103,40,25
26000,400,40,106,45,26
26005,405,40,105,49,26
26010,410,40,106,52,26
26015,415,40,105,56,26
26020,420,40,104,58,24
26025,425,40,104,62,24
26030,430,40,103,66,22
26035,435,40,104,70,24
26040,440,40,105,75,25
26045,445,40,105,80,26
26050,450,40,105,83,26
26055,455,40,106,86,27
26060,460,40,104,89,24
26065,465,40,103,93,24
26070,470,40,103,96,24
26075,475,40,102,98,24
26080,480,40,100,101,23
26085,485,40,98,103,23
26090,490,40,95,104,25
26095,495,40,91,104,24
26100,500,40,86,103,23
26105,505,40,85,104,25
26110,510,40,81,104,24
26115,515,40,77,104,23
26120,520,40,73,104,24
26125,525,40,71,106,26
26130,530,40,68,105,27
26135,535,40,64,105,26
26140,540,40,60,104,25
26145,545,40,56,105,24
26150,550,40,51,104,24
26155,555,40,47,104,23
26160,560,40,43,104,24
26165,565,40,40,105,25
26170,570,40,38,105,26
26175,575,40,34,105,25
26180,580,40,31,105,26
26185,585,40,27,104,26
26190,590,40,25,103,27
26195,595,40,24,104,31
26200,600,40,24,104,33
26205,605,40,24,105,38
26210,610,40,25,103,41
26215,615,40,26,106,47
26220,620,40,26,105,50
26225,625,40,23,103,50
26230,630,40,21,100,52
26235,635,40,16,98,49
28805,5,45,17,104,70
28810,10,45,21,106,73
28815,15,45,24,109,78
28820,20,45,26,110,84
28825,25,45,25,110,87
28830,30,45,25,110,91
28835,35,45,25,109,94
28840,40,45,26,109,99
28845,45,45,24,109,102
28850,50,45,24,109,106
28855,55,45,26,107,108
28860,60,45,26,105,110
28865,65,45,27,101,110
28870,70,45,24,96,110
28875,75,45,24,91,110
28880,80,45,25,87,110
28885,85,45,23,83,109
28890,90,45,24,79,109
28895,95,45,23,76,108
28900,100,45,25,73,111
28905,105,45,26,69,111
28910,110,45,26,64,109
28915,115,45,26,59,110
28920,120,45,24,55,109
28925,125,45,25,51,110
28930,130,45,23,47,109
28935,135,45,24,43,109
28940,140,45,25,40,109
28945,145,45,25,37,111
28950,150,45,26,33,111
28955,155,45,26,29,110
28960,160,45,26,27,110
28965,165,45,28,24,109
28970,170,45,32,24,109
28975,175,45,36,24,110
28980,180,45,40,25,110
28985,185,45,45,25,110
28990,190,45,50,26,110
28995,195,45,54,26,111
29000,200,45,58,24,110
29005,205,45,60,24,111
29010,210,45,64,24,110
29015,215,45,68,24,109
29020,220,45,72,24,110
29025,225,45,77,25,110
29030,230,45,81,26,110
29035,235,45,86,27,111
29040,240,45,89,25,111
29045,245,45,92,24,109
29050,250,45,96,24,108
29055,255,45,99,24,109
29060,260,45,103,23,108
29065,265,45,107,23,108
29070,270,45,108,25,107
29075,275,45,110,26,104
29080,280,45,109,25,100
29085,285,45,111,25,96
29090,290,45,109,24,91
29095,295,45,109,25,87
29100,300,45,109,24,83
29105,305,45,109,24,79
29110,310,45,109,25,75
29115,315,45,111,25,72
29120,320,45,111,26,68
29125,325,45,110,26,62
29130,330,45,109,23,58
29135,335,45,109,24,55
29140,340,45,109,23,50
29145,345,45,109,24,47
29150,350,45,109,24,43
29155,355,45,109,25,40
